DateTime,Uid,Tweet,Label (Specialist),HashTag
2021-06-09 20:18:00,ff732c147084,เหนื่อยอยากตาย,1,#อยากตาย
2021-06-21 12:54:55,ff732c147084,ถามตัวเองตลอดเลยว่าจะเอาแบบนี้จริงๆหรอแต่ก็ได้คำตอบเดิมไปทุกทีแสดงว่าเราคงคิดดีแล้วสินะ,2,#อยากตาย
2021-06-18 18:16:46,ff732c147084,คิดวนอยู่ในหัวว่าทำยังไงถึงจะตาย,3,#อยากตาย
2021-06-18 5:18:42,ff732c147084,ทำไมการโดนบูลลี่มันแย่จังว่าโดนมองว่าเป็นตัวตลกน้ิยคนแหละที่เห็นเราเป็นเพื่อนใครมันจะอยากเป็นเพื่อนกับเราเรามันไร้ค่า,other,#อยากตาย
2021-07-03 11:57:24,ff732c147084,ควรเอาไงกับชีวิตเฮงซวยนี่ดี,other,#อยากตาย
2021-08-01 12:58:16,c368f10dc2b9,รู้ตัวอีกทีก็มีใบมีดโกนอยู่ในห้องซะแล้วสิ,5,#โรคซึมเศร้า #ประยุทธออกไป #รัฐบาลฆาตกร
2021-08-02 10:27:23,1bd09f8a86b4,แผลแรก,5,#ซึมเศร้า
2021-07-19 10:12:51,33e38fa8a9fc,จะอยู่กับพวกคุณหรือจะอยู่คนเดียวมันก็ทรมานเหมือนกันนั้นแหละไม่อยู่บนโลกนี้น่าจะดีที่สุดแล้วล่ะ,1,#โรคซึมเศร้า
2021-05-24 17:41:15,3b6546c94c9a,"เดี๋ยวก็ต้องกลับไปยิ้มอีกแล้วไม่อยากกลับไปเลยอยากหายไปไม่อยากรับรู้อะไรอีกแล้ว
ไม่เห็นจะมีคนเข้าใจเลยโกหกกันนี้หนา",1,#โรคซึมเศร้า
2021-06-02 10:49:36,3b6546c94c9a,แม่เลือกผู้ชายคนใหม่แล้วไล่กูไปตายกูทำอะไรได้ละนอกจากไปตาย,2,#โรคซึมเศร้า
2021-06-30 7:42:10,3b6546c94c9a,ตื่นมาก็อยากตายเลย,1,#โรคซึมเศร้า
2021-06-30 4:43:22,3b6546c94c9a,เครียดจนอยากตาย,1,#โรคซึมเศร้า
2021-07-19 17:48:28,3b6546c94c9a,นับวันยิ่งไม่อยากอยู่บนโลกนี้แล้วไม่มีวูบไหนที่อยากอยู่บนโลกนี้เลยทำไมทำไมต้องมาเครียดมาท้อกับอะไรแบบนี้ด้วย,1,#โรคซึมเศร้า
2021-07-19 17:48:19,3b6546c94c9a,แผลตามร่างกายแปบเดียวก็หายแผลที่ใจรักษาเท่าไรก็ไม่มีวันหาย,other,#โรคซึมเศร้า
2021-07-25 7:25:12,3b6546c94c9a,หวังว่าครั้งนี้จะเป็นครั้งสุดท้าย,5,#โรคซึมเศร้า
2021-08-02 19:25:13,3b6546c94c9a,ไม่ได้อยากตายหรอกแต่มันสุดหัวใจจะทนไหวไม่มีแม้จะสงสารและเข้าใจมีแต่ทำร้ายหัวใจไปวันๆ,1,#โรคซึมเศร้า
2021-08-23 17:34:33,3b6546c94c9a,การทำร้ายตัวเองคือการที่ทำให้ตัวเราหายเจ็บปวดทรมานถึงแม้มันจะเจ็บตัวมากก็ตาม,5,#โรคซึมเศร้า
2021-08-23 1:58:16,3b6546c94c9a,เจ็บปวดเกินจะเยียวยาตัวเองแล้ว,other,#โรคซึมเศร้า
2021-08-31 18:48:22,3b6546c94c9a,แค่พยายามหนีจากโลกใบนี้เอง,1,#โรคซึมเศร้า
2021-08-31 10:28:03,3b6546c94c9a,หลับไม่ตื่นได้ไหมแค่อยากหายไปอยากให้หายไปแม้กระทั่งจิตวิญญาณช่วงนี้รับไม่ไหวจริงๆ,1,#โรคซึมเศร้า
2021-09-05 9:24:10,3b6546c94c9a,ขอโทษจริงๆที่เลิกทำร้ายร่างกายตัวเองไม่ได้,5,#โรคซึมเศร้า
2021-09-04 18:09:30,3b6546c94c9a,เส้นเลือดใหญ่คอยาเอาไงดี,4,#โรคซึมเศร้า
2021-09-04 17:31:59,3b6546c94c9a,อยากอยู่ช่วยพวกมึงไปนานๆเหมือนกันแต่ไม่มั่นใจในตัวเองตอนนี้เลยอ่ะว่าจะอยู่ได้ถึงขนาดไหน,2,#โรคซึมเศร้า
2021-09-04 17:17:24,3b6546c94c9a,ได้จัดยาเองในรอบสามเดือนก็กินเกินขนาดไปเลยสิคะจะรอเหี้ยอะไร,5,#โรคซึมเศร้า
2021-09-04 16:11:30,3b6546c94c9a,กินยาไปกว่าเม็ดกีดแขนมาพนันกันดีกว่าว่าเราจะไปหรือจะรอดกันนะ,5,#โรคซึมเศร้า
2021-09-04 15:47:18,3b6546c94c9a,ควรกรอกยาตายได้แล้วนะ,4,#โรคซึมเศร้า
2021-09-03 16:47:38,3b6546c94c9a,ทุกคนมีทางออกของตัวเองแต่ละคนทางออกก็แตกต่างกันไปทางออกของเราเป็นความตายมันผิดตรงไหน,1,#โรคซึมเศร้า
2021-09-07 18:32:15,3b6546c94c9a,ตอนคนเราจะตายมันเป็นยังไงนะ,1,#โรคซึมเศร้า
2021-09-11 10:59:20,3b6546c94c9a,ไม่ได้มีเครื่องสำอางไว้แต่งหน้าแต่มีไว้ปิดรอยแผล,5,#โรคซึมเศร้า
2021-09-11 8:39:42,3b6546c94c9a,ช่วยเรานับทีมันโดนกี่เข็มง่ะ,5,#โรคซึมเศร้า
2021-09-10 9:24:48,3b6546c94c9a,พึ่งมาเข้าใจว่าทำร้ายตัวเองเเล้วรู้สึกดี,5,#โรคซึมเศร้า
2021-09-10 8:41:04,3b6546c94c9a,ขอให้หลับไม่ต้องตื่น,1,#โรคซึมเศร้า
2021-09-09 18:44:24,3b6546c94c9a,ก็แล้วทำไมตายไม่ได้ล่ะ,1,#โรคซึมเศร้า
2021-09-09 14:42:09,3b6546c94c9a,อยากหายไปจากโลกใบนี้แบบไม่ต้องมีใครจำได้ว่าเคยมีกู,1,#โรคซึมเศร้า
2021-08-30 18:27:45,f3bf2cad5cd1,นอนในรถแบบไม่ได้เปิดกระจกจะทำให้เราตายได้จริงๆไหมคะ,4,#โรคซึมเศร้า
2021-08-28 11:46:38,2ba4ec592e4b,บางทีก็ปากดีไปบอกให้คนอื่นอยู่ต่อทั้งที่ตัวเองห่วยแตกไม่อยากใช้ชีวิตแล้ว,1,#โรคซึมเศร้า
2021-08-12 2:35:57,d3c946df4e5a,อยากตายๆไปซะไม่อยากมานั่งร้องไห้,1,#อยากตาย #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
2021-07-13 16:43:19,2bd35bf70ed0,เราต้องทำไงหรอคะในเมื่อคนที่เรารักพวกเขาต่างต้องการให้เราตายไล่ให้ไปตายเราต้องทำตามที่เขาบอกไหมคะเขาอาจรักเรามากขึ้นก็ได้นะ,2,#อยากตาย #ซึมเศร้า #ซึมเศร้าเพื่อนรัก
2021-07-13 16:43:19,2bd35bf70ed0,มีใครอยากตายเหมือนกันไหม,1,#อยากตาย #ซึมเศร้า #ซึมเศร้าเพื่อนรัก
2021-07-12 16:54:23,fbbf1f266ca3,ขอวิธีฆ่าตัวตายทีค่ะ,3,#โรคซึมเศร้า
2021-05-23 12:24:41,5f448b80cb1d,กินยาก็เจอเอฟเฟคยาไม่กินก็คุมตัวเองไม่ได้แม่งทรมานจังว่ะ,other,#โรคซึมเศร้า
2021-08-23 16:53:39,e771851bf91e,เครียดมากอยากตายอ่ะมันเป็นทางออกที่ดีที่สุดแล้วแบบนี้,1,#อยากตาย
2021-08-23 16:53:39,e771851bf91e,ขอโทษที่ทำได้แค่ขอโทษ,other,#อยากตาย
2021-09-04 11:14:28,af44c61553b0,ระหว่างโดดลงน้ำกับโดดลงจากตึกอันไหนตายจริงมากกว่ากัน,4,#โรคซึมเศร้า
2021-09-10 14:27:24,af44c61553b0,แอดมิดไปคืนสงบสติอารมณ์,5,#โรคซึมเศร้า
2021-06-15 11:39:36,278f6fa53886,อยากตาย,1,#อยากตาย #โรคซึมเศร้า
2021-06-15 11:39:36,278f6fa53886,กูเกลียดตัวตนกูกูเกลียดนิสัยกู,other,#อยากตาย #โรคซึมเศร้า
2021-06-15 11:39:36,278f6fa53886,ทำไมไม่ฆ่ากูตั้งแต่กูยังอยู่ในท้องละให้กูเกิดมาทำไม,other,#อยากตาย #โรคซึมเศร้า
2021-06-17 6:54:39,975a0f878be9,ถ้าไม่อยู่แล้วดูแลตัวเองดีๆละกัน,1,#โรคซึมเศร้า
2021-06-01 17:31:21,cbc23ec40ece,ตายได้ยัง,1,#โรคซึมเศร้า
2021-06-26 13:57:13,cbc23ec40ece,อยากทำร้ายตัวเองอีกแล้ว,5,#โรคซึมเศร้า
2021-07-20 4:24:20,734b18eed9bc,มันแปลกไหมคะที่เรานั่งคิดทุกวันว่าตัวเองจะตายแบบไหน,3,#โรคซึมเศร้า
2021-07-20 4:18:45,734b18eed9bc,ไม่ได้โศกเศร้าแต่ได้โปรดทราบว่าผมแค่อยากหายไปจากโลก,1,#โรคซึมเศร้า
2021-06-05 14:05:23,8f2c29182c08,ทำไมไม่ตายไปสักทีว่ะ,1,#โรคซึมเศร้า
2021-06-05 14:03:24,8f2c29182c08,อยากตาย,1,#โรคซึมเศร้า
2021-05-18 16:12:26,8f2c29182c08,สวัสดีการกรีดเเขนครั้งเเรก,5,#โรคซึมเศร้า
2021-06-26 15:56:02,8f2c29182c08,อยากฆ่าพ่อให้ตายจัง,other,#โรคซึมเศร้า
2021-04-01 12:24:52,a33ff4868a3c,ขอแค่ได้กรีดแขน ขอแค่นี้,3,#โรคซึมเศร้า
2021-07-03 11:53:40,bf0d8b342308,จดหมายลาตาย,5,#โรคซึมเศร้า
2021-03-31 22:53:08,7b0aea48f079,อยากตายให้มันจบๆ แม่ง,1,#โรคซึมเศร้า
2021-08-25 15:12:06,c30e7481effe,อย่าโทษคนที่ฆ่าตัวตายว่าเค้าไม่รักตัวเองเค้ารักตัวเองแหละแต่โลกนี้ต่างหากที่ใจร้ายกับเค้า,other,#โรคซึมเศร้า
2021-09-06 15:26:58,c30e7481effe,ความเจ็บปวดมันทำให้ฉันอยากตาย,1,#โรคซึมเศร้า
2021-09-05 5:41:58,67f61879354f,เหนื่อยไม่อยากสู้อีกแล้ว,other,#โรคซึมเศร้า
2021-04-04 17:27:12,e72668d870ad,ครอบครัวทำให้ฉันอยากตาย,1,#โรคซึมเศร้า
2021-04-07 2:52:31,e72668d870ad,เหนื่อย เหนื่อยมากจริงๆนะใช้ชีวิตแบบนี้ แล้วครอบครัวยังจะมาเป็นแบบนี้อีก ทำไมต้องเจออะไรแบบนี้ด้วยวะ ตายๆไปแม่ง,1,#โรคซึมเศร้า
2021-04-07 2:55:57,e72668d870ad,ถ้าตายก็คงไม่ต้องรู้สึกแย่แบบนี้,1,#โรคซึมเศร้า
2021-05-28 0:06:10,8b64be779d0d,อยากตายจัง,1,#โรคซึมเศร้า
2021-05-30 13:31:20,8b64be779d0d,ไม่อยากมีชีวิตอยู่ต่อละ,1,#โรคซึมเศร้า
2021-05-30 13:31:20,8b64be779d0d,การมีชีวิตอยู่กับการตายจากอะไรมันน่ากลัวกว่ากันเหรอ,other,#โรคซึมเศร้า
2021-08-31 13:09:01,031f4fac7e0b,ถ้าหายไปคงจะดีกว่านี้,1,#โรคซึมเศร้า #อยากตาย
2021-08-31 13:09:01,031f4fac7e0b,ช่วงเวลากลางคืนเป็นช่วงที่ร้องไห้ได้เสียดังที่สุด,other,#โรคซึมเศร้า #อยากตาย
2021-09-08 14:12:21,031f4fac7e0b,ร้องไห้อีกเเล้วนะทำไมเราอ่อนเเอจัง,other,#โรคซึมเศร้า #อยากตาย
2021-09-08 14:07:35,031f4fac7e0b,เเกจะรู้มั้ยว่าเราตายในความคิดตัวเองไปกี่ครั้งเเล้ว,2,#อยากตาย #โรคซึมเศร้า
2021-09-09 13:13:15,031f4fac7e0b,ร้องไห้อีกเเล้วนะทำไมเราอ่อนเเอจัง,other,#ปัญหาครอบครัว #อยากตาย #โรคซึมเศร้า
2021-09-08 14:12:21,031f4fac7e0b,ไม่อยากอยู่อีกแล้ว,1,#โรคซึมเศร้า #อยากตาย
2021-05-23 0:34:03,836b21bcd67c,ฉันเหนื่อยมากแล้วฉันไม่ไหวแล้วฉันไม่เหลือใครแล้วปล่อยฉันไปได้ไหมปล่อยฉันไปเถอะนะฉันขอร้อง,2,#โรคซึมเศร้า
2021-07-15 11:14:33,1fee3dfbc8ae,ฉันต้องตายก่อนใช่ไหมทุกคนถึงจะเข้าใจว่าฉันเจ็บปวด,1,#โรคซึมเศร้า
2021-07-23 8:02:02,43eb2252be29,อยากหลับแบบไม่ตื่นมาเจอโลกพรุ่งนี้,1,#โรคซึมเศร้า
2021-08-01 12:54:33,43eb2252be29,รู้สึกหมดไฟกับทุกอย่างเลยตอนนี้อยากตาย,1,#โรคซึมเศร้า
2021-08-10 14:13:23,43eb2252be29,คนที่บอกว่าเข้าใจกลับกลายเป็นคนที่บอกว่าการกรีดแขนของเรามันโรคจิต,5,#เหงา #เบื่อ #กําลังใจ #โรคซึมเศร้า
2021-08-10 14:11:02,43eb2252be29,เคยคิดว่าเราแค่เหนื่อยธรรมดาจนเริ่มพยายามจะหายไปจากโลกนี้ด้วยตัวเอง,2,#โรคซึมเศร้า
2021-08-10 14:08:40,43eb2252be29,สักวันฉันต้องกล้าที่จะตาย,2,#โรคซึมเศร้า
2021-08-13 11:54:44,43eb2252be29,แมวมันไม่ได้ทำให้คนเป็นโรคซึมเศร้าดีขึ้นหรอหรือคุณอยากให้ลูกคุณคลายเครียดด้วยการกรีดแขนกรีดคอ,4,#โรคซึมเศร้า
2021-08-30 12:56:06,43eb2252be29,การที่ทำร้ายตัวเองมันคือการระบายอารมณ์ที่บอกใครไม่ได้ถึงบอกไปก็ไม่เข้าใจอยู่ดีถึงได้ทำแบบนี้ไง,5,#โรคซึมเศร้า #ไบโพลาร์ #แพนิค
2021-09-11 4:40:27,43eb2252be29,วันที่ไม่ได้รู้สึกว่าเจ็บปวดจากการเป็นโรคนี้คงเป็นวันที่ดับสูญไปสักวัน,1,#โรคซึมเศร้า
2021-09-13 16:14:58,43eb2252be29,บางทีเราก็ไม่ได้ต้องการเซฟโซนที่มีชีวิต,other,#โรคซึมเศร้า
2021-09-18 9:02:42,43eb2252be29,อยากตายแต่เสือกใจเสาะ,1,#โรคซึมเศร้า
2021-09-18 8:59:34,43eb2252be29,ทำไมเรายังไม่ตายนะ,1,#โรคซึมเศร้า
2021-09-18 8:35:53,43eb2252be29,ทำไมตัองทำร้ายตัวเองเพราะเราไม่อยากไปเอาความเจ็บช้ำในใจไปลงที่ใครเจ็บแผลที่ตัวไม่เท่าเจ็บแผลที่ใจ,2,#โรคซึมเศร้า
2021-09-17 14:42:06,43eb2252be29,ถ้าฉันตายไปได้โปรดอย่าไล่ให้ใครไปตายอีกเลย,2,#โรคซึมเศร้า
2021-09-17 14:31:28,43eb2252be29,มาจับมือตายไปพร้อมกันดีไหม,2,#โรคซึมเศร้า
2021-08-18 20:45:50,db2fd4e0e6d0,เมื่อไรเรื่องร้ายๆจะผ่านไปฉันอยากนอนพักยาวๆแล้วไม่อยากฝันร้ายอีกแล้วอยากหายไปฉันเหนื่อย,2,#ซึมเศร้า #ซึมเศร้าเพื่อนรัก #โรคซึมเศร้า
2021-08-18 20:45:50,db2fd4e0e6d0,เมื่อไรเรื่องร้ายๆจะผ่านไปฉันอยากนอนพักยาวๆแล้วไม่อยากฝันร้ายอีกแล้วอยากหายไปฉันเหนื่อย,2,#ซึมเศร้า #ซึมเศร้าเพื่อนรัก #โรคซึมเศร้า
2021-05-31 18:44:17,db2fd4e0e6d0,ไม่มีความสำเร็จใดไร้ซึ่งบาดแผล,other,"#ซึมเศร้า #ซึมเศร้าเพื่อนรัก 
#โรคซึมเศร้า"
2021-05-31 18:42:14,db2fd4e0e6d0,นํ้าจะเป็นโรคซึมเศร้าก็เพราะแม่อ่ะแม่เคยเข้าใจนํ้าบ้างไหมปากบอกว่ารักแต่ไล่ให้ไปตายคืออะไร,1,"#ซึมเศร้า #ซึมเศร้าเพื่อนรัก
#โรคซึมเศร้า"
2021-09-06 17:21:32,db2fd4e0e6d0,โลกใบนี้เริ่มน่าเบื่อขึ้นทุกวัน,other,#ซึมเศร้า #ซึมเศร้าเพื่อนรัก #ครอบครัวไม่ใช่เซฟโซน
2021-09-06 17:12:21,db2fd4e0e6d0,แนะนำยากินก่อนนอนได้มั้ยก่อนนอนทุกคืนเราจะร้องไห้ตอนหลับจะชอบทำร้ายร่างกายตัวเอง,4,#ซึมเศร้า #ซึมเศร้าเพื่อนรัก #ครอบครัวไม่ใช่เซฟโซน
2021-09-06 17:21:32,db2fd4e0e6d0,ความหดหู่ไม่ใช่เรื่องตลกคุณอาจจะเห็นใครบางคนยิ้มแต่ภายในแต่พวกเขากำลังจะตาย,1,#ซึมเศร้า #ซึมเศร้าเพื่อนรัก #ครอบครัวไม่ใช่เซฟโซน
2021-09-06 17:20:18,db2fd4e0e6d0,ตายด้วยกันมั้ยมาได้ตลอดเลย,2,#ซึมเศร้า #ซึมเศร้าเพื่อนรัก #ครอบครัวไม่ใช่เซฟโซน
2021-06-23 11:04:10,03df63236b31,อยากนะอยากตื่นมาดูท้องฟ้าในวันถัดไปแต่มันเหนื่อยแล้วอ่ะเหนื่อยจนไม่อยากตื่นแล้วอยากหลับไปเลยแบบไม่ตื่นอีก,1,#โรคซึมเศร้า
2021-08-22 11:09:59,d3008bfddcf6,มีวันเกิดแล้วเมื่อไหร่จะมีวันตาย,1,#โรคซึมเศร้า
2021-08-26 8:56:50,d3008bfddcf6,ความคิดชั่ววูบมันน่ากลัวจริงๆนะ,1,#โรคซึมเศร้า
2021-08-25 12:58:45,d3008bfddcf6,จะมีวันไหนบ้างมั้ยนะที่ไม่อยากตายอยากจะมีชีวิตอยู่เหมือนคนอื่นเค้า,2,#โรคซึมเศร้า
2021-08-29 14:20:49,d3008bfddcf6,เห็นข่าวฆ่าตัวตายแล้วชอบคิดว่าไม่นานตัวเองในสักวันก็ต้องตามไป,2,#โรคซึมเศร้า
2021-08-30 9:58:07,d3008bfddcf6,เห็นข่าวฆ่าตัวตายแล้วชอบคิดว่าไม่นานตัวเองในสักวันก็ต้องตามไป,2,#โรคซึมเศร้า
2021-09-03 19:40:00,d3008bfddcf6,ชีวิตไปตอนตายเลยได้มั้ย,2,#โรคซึมเศร้า
2021-09-07 14:40:46,d3008bfddcf6,แค่ลืมตาตื่นก็เริ่มเหนื่อยแล้ว,other,#โรคซึมเศร้า
2021-09-16 12:00:16,d3008bfddcf6,หมดกับการอยากมีชีวิตอยู่ต่อ,1,#โรคซึมเศร้า
2021-05-18 1:47:24,2b332e45d9fb,ทะเลาะกันเองแต่กลับมาฆ่าเราโอเครฆ่าเราตายเลย,other,#โรคซึมเศร้า
2021-07-16 3:44:11,6739e410e2e4,ฉันอยากนอนหลับแล้วหายไปจนกว่าจะหมดหายใจมีแต่ความรู้สึกว่าอยากตาย,1,#โรคซึมเศร้า
2021-06-19 16:48:06,47ee317178cd,แม่งตอนตกบันไดทำไมกูไม่ตายๆไปซ้ะว้ะ,2,#ซึมเศร้า #อยากตาย
2021-06-19 16:48:06,47ee317178cd,ไม่อยากรับรู้อะไรแล้ว,other,#ซึมเศร้า #อยากตาย
2021-05-30 14:53:11,b3d8d6003f4d,เกิดเป็นกูนี่มันแย่ไปซะทุกอย่างเลยเนาะ,other,#โรคซึมเศร้า
2021-06-03 10:58:24,b3d8d6003f4d,ตื่นมาพร้อมกับความรู้สึกแบบนี้อีกแล้วโลกไม่เคยใจดีกับกูเลย,other,#โรคซึมเศร้า
2021-06-23 14:14:48,af42dc6ab6a1,ถ้ามันถึงเวลาเราขอยอมแพ้,other,#โรคซึมเศร้า
2021-06-23 13:56:44,af42dc6ab6a1,เอาจริงสงสารชีวิตตัวเองในร่างกูมากเขาน่าจะไปเกิดที่ที่ดีกว่านี้,other,#โรคซึมเศร้า
2021-06-30 7:00:58,976f2401bc45,หายไปจากโลกนี้ไม่ใช่โรคนี้,1,#โรคซึมเศร้า
2021-07-16 4:47:36,8f4e35292155,ความสุขของฉันคงเป็นตอนที่ฉันตาย,1,#ซึมเศร้า
2021-08-28 11:42:02,8f4e35292155,ดิ่งจนตายไปเลย,1,#โรคซึมเศร้า
2021-06-23 4:59:17,6362ced6096c,ขอวิธีที่ทำแล้วตายจริงๆได้มั้ยไม่ไหวแล้ว,3,#โรคซึมเศร้า
2021-06-02 14:12:11,cf214f28d773,ไม่มีใครเสียใจกับการตายของแกหรอก,2,#โรคซึมเศร้า
2021-06-02 13:52:31,cf214f28d773,ไม่เคยคิดเลยว่าเด็กที่กลัวตายมากๆในวันนั้นจะโหยหาความตายมากๆในวันนี้แทน,1,#โรคซึมเศร้า
2021-06-02 6:27:33,cf214f28d773,นานแล้วที่ไม่รู้สึกอยากทำร้ายตัวเองวันนี้แม่งกลับมาอีกละเชี่ยเอ้ย,2,#โรคซึมเศร้า
2021-07-05 5:02:15,cf214f28d773,จะตายก็กลัวบาปแต่ถ้าจะรอหมดอายุขัยมันจะอีกนานเท่าไหร่หรอ,1,#โรคซึมเศร้า
2021-07-24 3:10:52,cf214f28d773,ปากบอกว่าอยากตายแต่พอเอาเข้าจริงๆก็กลัวปอดแหกสิ้นดีเลยต้องใช้ชีวิตแบบตายทั้งเป็น,1,#โรคซึมเศร้า
2021-05-24 6:14:09,cf214f28d773,เอาดิไล่ไปตายเลยหรือจะฆ่าเราให้ตายตอนนี้เลยก็ได้นะก็ไม่ได้อยากอยู่มันนักหรอก,1,#โรคซึมเศร้า
2021-06-03 1:08:25,cf214f28d773,พอถึงเวลาจริงๆก็ขอให้เรากล้าพอและทำสำเร็จด้วยเถอะ,2,#โรคซึมเศร้า
2021-09-14 10:25:22,cf214f28d773,เหนื่อยจะอยู่ต่อแล้วจริงๆ,1,#โรคซึมเศร้า
2021-05-31 14:52:13,4f5895b5cb9c,เหนื่อยเกินกว่าจะทนไหวแล้วจะอยู่ไปเพื่ออะไรล่ะ,1,#โรคซึมเศร้า
2021-06-03 13:02:41,8721069a97b3,ฉันอยากจะตาย,1,#โรคซึมเศร้า
2021-07-20 14:20:19,e7c8acf99349,ก็แค่อยากตายตายให้จบทุกปัญหาที่เป็นอยู่เหนื่อยแล้วว่ะกูเหนื่อยมากๆเลย,1,#โรคซึมเศร้า #เสียใจ #อยากตาย
2021-05-21 0:14:40,1ba1163dba12,การอยู่อ่ะมันทรมาณกว่าอีกนะ,1,#โรคซึมเศร้า
2021-05-24 19:35:33,1ba1163dba12,ถ้าฉันรวบรวมความกล้าแล้วถามคุณแม่ไปว่าอยากให้ตายมั้ยฉันคงกล้าที่จะตายได้อย่างหมดห่วง,1,#โรคซึมเศร้า
2021-06-15 17:45:57,839c35cb4484,เราน่าจะรีบๆตายไปตั้งแต่แรกไม่งั้นทุกอย่างคงไม่แย่ขนาดนี้เราคงไม่ต้องผูกพันกับใครเขาคงไม่ต้องมาเสียใจถ้าสูญเสียเราไปจริงๆ,1,#โรคซึมเศร้า
2021-07-02 15:25:17,839c35cb4484,ข้ามไปตอนตายเลยได้มั้ย,1,#โรคซึมเศร้า #เหนื่อย
2021-05-14 13:16:41,7f2d2193fd92,วันสุดท้ายของชีวิตแล้วสินะ,4,#โรคซึมเศร้า
2021-05-24 7:15:29,7f2d2193fd92,มันแย่ตรงพอจะตายกลับมานึกถึงคนที่เขาขอให้เรามีชีวิตอยู่ต่อแล้วแบบนี้เราจะไปจากที่นี่ได้ไง,2,"#ความรัก #ความรู้สึก #ความลับ 
#อยู่ด้วยตัวเอง #โรคซึมเศร้า"
2021-04-07 9:38:56,0b1cced0d74a,มันคงเป็นสิ่งสุดท้ายที่ต้องการ,1,#ซึมเศร้า #อยากตาย
2021-04-03 16:11:12,0b1cced0d74a,แบบเหนื่อย อยากกำยานอนหลับยัดเข้าปากแล้วนอนหลับตลอดไป,4,#โรคซึมเศร้า
2021-06-02 15:28:32,afd593659888,กูย้ายโรงเรียนเพื่อเพิ่มความรู้สึกอยากตายหรอวะ,1,#โรคซึมเศร้า
2021-06-06 6:59:54,afd593659888,ตอนไหนที่จะได้เป็นอิสระตอนที่ตายเลยรึเปล่า,1,#โรคซึมเศร้า
2021-05-19 0:58:53,afd593659888,เดี๋ยวมันก็ไม่ทรมานแล้ว,2,#โรคซึมเศร้า
2021-06-27 1:21:03,afd593659888,แขวนเชือกไวัตรงไหนดีนะ,4,#โรคซึมเศร้า #ประยุทธ์ออกไป
2021-06-26 1:12:27,afd593659888,ทำไมคนอ่อนแอแบบเราไม่ตายสักที,1,#โรคซึมเศร้า
2021-07-03 1:25:13,afd593659888,ไม่ไหวแล้วปลดปล่อยเราที,other,#โรคซึมเศร้า
2021-05-19 0:58:53,afd593659888,เหนื่อยท้อแท้และหมดหวัง,1,#โรคซึมเศร้า
2021-07-05 8:49:29,435763abecec,กลับไม่มีใครถามเลยว่าเป็นไงบ้าง,other,#อยากตาย
2021-09-11 11:37:03,277701067c11,ตัวฉันนั้นคงไม่ได้เกิดมาเพื่อพบเจอกับความสุข,other,#โรคซึมเศร้า #บันทึกซึมเศร้า
2021-06-02 8:11:55,6f1008d02880,อยากฆ่าตัวตาย,2,"#โรคซึมเศร้า #ซึมเศร้าเพื่อนรัก 
#ซึมเศร้า"
2021-08-27 12:54:18,4b198a809cd0,นั่งอยู่ดีๆก็อยากตาย,1,#เหงานะ​ #เศร้า #โสด #โรคซึมเศร้า
2021-05-14 15:57:20,8b4b88207ae5,ผมไม่เคยทำร้ายใครหรอกมีแต่คนมาทำร้ายผมและหนึ่งในนั้นก็มีผมอยู่ด้วยใช่ผมทำร้ายตัวเอง,3,#โรคซึมเศร้า
2021-05-14 15:57:20,8b4b88207ae5,ผมไม่เคยทำร้ายใครหรอกมีแต่คนมาทำร้ายผมและหนึ่งในนั้นก็มีผมอยู่ด้วยใช่ผมทำร้ายตัวเอง,3,#โรคซึมเศร้า
2021-05-19 13:38:13,87355a9136ef,อยากให้วันนี้เป็นวันสุดท้ายของเราสักที,4,#โรคซึมเศร้า
2021-07-02 17:07:12,d36735b018bc,ไม่อยากอยู่แล้ว,1,#โรคซึมเศร้า
2021-07-21 6:05:06,bb827b2b5be5,หมดกำลังใจหมดแรงที่จะยืนอยู่บนโลกใบนี้ทำไมฉันไม่ตายสักที,1,"#พ่อแม่ลำเอียง
#พ่อแม่รังแกฉัน"
2021-08-21 22:07:43,9347590e6623,ถ้าไม่กลัวบาปกูฆ่าตัวตายไปนานเเล้ว,2,#ซึมเศร้า
2021-08-21 22:07:43,9347590e6623,ถ้าไม่กลัวบาปกูฆ่าตัวตายไปนานเเล้ว,2,#ซึมเศร้า
2021-02-22 16:54:04,cfffa9542053,แล้วทำไมเราจะต้องอยู่เพื่อคนที่เค้าไม่เข้าใจเราด้วยล่ะ,1,#โรคซึมเศร้า
2021-06-23 15:19:12,8bf897237bca,ใช่ตายไปก็ไม่ต้องพยายามแล้ว,1,#โรคซึมเศร้า
2021-06-23 15:17:21,8bf897237bca,เราคิดวิธีฆ่าตัวตายไว้หลายวิธีมากแต่ก็เป็นวิธีที่ทรมานทั้งนั้นเลย,4,#โรคซึมเศร้า
2021-04-01 9:38:54,db85cef17c4b,คนเราจะล้างท้องได้กี่ครั้งกันนะ,5,#โรคซึมเศร้า
2021-07-12 18:18:18,63bfbe907c1c,ผมฆ่าตัวตายนับร้อยครั้งในจินตนาการแค่ร้องไห้ยังร้องไม่ออกไม่ทีความรู้สึกใดๆ,2,#โรคซึมเศร้า
2021-07-12 18:15:18,63bfbe907c1c,ให้เราตายยังดีกว่าการทีชีวิตเลย,1,#โรคซึมเศร้า
